"date","setting","series","note","info","source"
"2376","primary","SCE",NA,"Story","Invincible - Miracle Workers - SCE 2"
"2376","primary","SNW",NA,"Story","Urgent Matter - SNW 6"
"2376","primary","SCE",NA,"The SCE salvages the fusion reactor from Empok Nor to repair Deep Space Nine.","Cold Fusion - Miracle Workers - SCE 2"
"2376","primary","DS9",NA,"Dr. Ethan Locken, a genetically-enhanced agent of Section 31, establishes a secret colony of Jem'Hadar on the planet Sindarin in the Badlands. Bashir is recruited by Cole, another operative, to infiltrate the operation.","Section 31: Abyss - DS9"
"2376","secondary","SNW",NA,"The Kim family informs Irene Hansen that live communication with Voyager is now possible.","Final Entry: January 4, 2378 - SNW 5"
"2376","primary","SNW",NA,"Gretchen Janeway listens to a recording of Katheryn's first voice communication with Starfleet Command since Voyager's disappearance.","Uninvited Admirals - SNW 4"
"2376","primary","SCE",NA,"Story","The Riddled Post - Some Assembly Required - SCE 3"
"2376","primary","NF",NA,"Lieutenant Arex Na Eth arrives from 71 years in the past, just in time to witness his father's Day of Rebirth.","The Road To Edos - No Limits - NF"
"2376","primary","NF",NA,"Newlyweds Calhoun and Shelby honeymoon on Xenex.","A Little Getaway - No Limits - NF"
"2376","inferred",NA,NA,NA,"Collective"
"2376","primary","TNG","Gateways volumes 3-6 occur simultaneously.","Book","Gateways 3: Doors Into Chaos - TNG"
"2376","primary","DS9","Gateways volumes 3-6 occur simultaneously.","A group of Starfleet and civilian ships, plus Gul Macet's Trager from Cardassia, assist in the evacuation of Europa Nova, a colony world exposed to antimatter waste expelled from an Iconian gateway. Kira pilots the Euphrates through the gateway, arriving in the Delta quadrant, and is attacked by the Hirogen. The xenophobic Jarada allow refugees safe harbor on Torona 4 in return for technical data about the gateways. Quark negotiates on behalf of the Orions for control of the gateway system.","Gateways 4: Demons Of Air And Darkness - DS9"
"2376","primary","VOY","Gateways volumes 3-6 occur simultaneously.","Book","Gateways 5: No Man's Land - VOY"
"2376","primary","NF","Gateways volumes 3-6 occur simultaneously.","Book","Gateways 6: Cold Wars - NF"
"2376","primary","DS9",NA,"Story","Horn And Ivory - Gateways: What Lay Beyond - DS9"
"2376","primary","VOY",NA,"Story","In The Queue - Gateways: What Lay Beyond - VOY"
"2376","primary","NF",NA,"Story","Death And Life - Gateways: What Lay Beyond - NF"
"2376","primary","TNG",NA,"Story","The Other Side - Gateways: What Lay Beyond - TNG"
"2376","primary","SCE",NA,"Story","Here There Be Monsters - Some Assembly Required - SCE 3"
"2376","primary","SCE",NA,"Story","Ambush - Some Assembly Required - SCE 3"
"2376","secondary","DS9",NA,"Upon the collapse of the Iconian gateway system, the Jarada, assuming Starfleet duplicity, attack the Defiant.","Mission Gamma Book 1: Twilight Part 1 - DS9"
"2376","primary","SCE",NA,"Story","Some Assembly Required - Some Assembly Required - SCE 3"
"2376","primary",NA,NA,"The spirit of Malkus the Mighty is freed from the final artifact on Narenda 3, and possesses the minds of Spock, McCoy, Kira and DeSoto. Aidulac, the creator of the artifacts, succeeds in destroying them with the assistance of the Enterprise and the Gorkon.","The Brave And The Bold Book 2: The Final Artifact"
"2376","secondary","DS9",NA,"The Defiant departs on a three-month mission to explore the Gamma quadrant. Cmdr. Vaughn is Captain, Lt. Ezri Dax is First Officer, Ensign Prynn Tenmei at helm, Lt. Sam Bowers at tactical, Ensign Shar ch'Thane at sciences, Lt. Nog at engineering, and Dr. Bashir at medical.","Mission Gamma Book 1: Twilight Part 2 - DS9"
"2376","primary","IKE",NA,"Book","IKS Gorkon Book 1: A Good Day To Die Ch 1-4"
"2376","primary","SCE",NA,"Story","No Surrender - No Surrender - SCE 4"
"2376","primary","SCE",NA,"Story","Caveat Emptor - No Surrender - SCE 4"
"2376","primary","SCE",NA,"Story","Past Life - No Surrender - SCE 4"
"2376","primary","SCE",NA,"Story","Oaths - No Surrender - SCE 4"
"2376","primary","DS9",NA,"Book","Mission Gamma Book 1: Twilight Part 3-4 - DS9"
"2376","primary","SCE",NA,"Story","Foundations - SCE 5"
"2376","primary","DS9",NA,"Book","Mission Gamma Book 2: This Gray Spirit - DS9"
"2376","primary","SCE",NA,"Story","Enigma Ship - Wildfire - SCE 6"
"2376","primary","SCE",NA,"Story","War Stories - Wildfire - SCE 6"
"2376","primary","SCE",NA,"Story","Wildfire - Wildfire - SCE 6"
"2376","primary","DS9",NA,"Book","Mission Gamma Book 3: Cathedral - DS9"
"2376","primary","NF",NA,"Book","Being Human - NF 12"
"2376","primary","NF",NA,"Book","Gods Above - NF 13"
"2376","primary","SCE",NA,"Story","Home Fires - Breakdowns - SCE 7"
"2376","primary","SCE",NA,"Story","Age Of Unreason - Breakdowns - SCE 7"
"2376","primary","SCE",NA,"Story","Balance Of Nature - Breakdowns - SCE 7"
"2376","primary","SCE",NA,"Story","Breakdowns - Breakdowns - SCE 7"
"2376","primary","IKE",NA,"Book","IKS Gorkon Book 1: A Good Day To Die Ch 5-13"
"2376","primary","NF",NA,"Book","Stone And Anvil - NF 14"
"2376","primary","IKE",NA,"Book","IKS Gorkon Book 2: Honor Bound"
"2376","primary","DS9",NA,"Book","Mission Gamma Book 4: Lesser Evil - DS9"
"2376","primary","DS9","Begins immediately after Avatar and runs concurrently through the events in Lesser Evil.","Book","Rising Son - DS9"
"2376","primary","DS(",NA,"Book","Unity - DS9"
"2376","primary","IKE",NA,"Book","IKS Gorkon Book 3: Enemy Territory"
"2376","primary","TNG",NA,"A massive energy wave sweeps through Federation space, destroying all life on the planets in its path with the Genesis Effect.","The Genesis Wave: Book 1 - TNG"
"2376","primary","TNG",NA,"Book","The Genesis Wave: Book 2 - TNG"
"2376","primary","TNG",NA,"Book","The Genesis Wave: Book 3 - TNG"
"2376","primary","TNG","Begins during Genesis Wave: Book 1 and runs concurrently beyond the events in Book 3.","Book","Genesis Force - TNG"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 2: Trill - Unjoined"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 2: Bajor - Fragments And Omens"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 1: Andor - Paradigm"
"2376","primary","SNW",NA,"Harry modifies Tom's Captain Proton holodeck program.","Black Hats - SNW 4"
"2376","primary","VOY",NA,"Book","Dark Matters: Cloak And Dagger - VOY 19"
"2376","primary","VOY",NA,"Book","Dark Matters: Ghost Dance - VOY 20"
"2376","primary","VOY",NA,"Book","Dark Matters: Shadow Of Heaven - VOY 21"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 3: Ferenginar - Satisfaction Is Not Guaranteed"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 1: Cardassia - The Lotus Flower"
"2376","primary","DS9",NA,"Story","Worlds Of Deep Space Nine Vol 3: The Dominion - Olympus Descending"
"2376","primary","NF",NA,"Eben Saxosus, the only survivor of a planet wiped out by the Redeemer virus, receives a vision from the god Xant.","Redemption - No Limits - NF"
"2376","primary",NA,NA,"Paris is re-promoted to Lieutenant j.g.","Unimatrix Zero"
"2377","primary","DS9",NA,"Book","Millennium 3: Inferno - Epilogue"
"2377","primary",NA,NA,"Book","Vulcan's Soul Book 1: Exodus"
"2377","primary","SNW",NA,"Q's son temporarily sends the Voyager crew back to their homes.","Welcome Home - SNW 4"
"2377","primary","SNW",NA,"Unknown aliens hit Voyager with temporal disruptors in an attempt to steal the warp core. B'Elanna and Seven become ensnared in a temporal loop.","Redux - SNW 7"
"2377","primary","TNG",NA,"Yet another holodeck malfunction nearly destroys the Enterprise.","A Hard Rain - TNG"
"2377","primary","SNW",NA,"Janeway takes a nap in Naomi's 'Trevis and Flotter' program in holodeck one.","Return - SNW 4"
"2377","primary","SNW",NA,"Kes returns to Ocampa to restore the planet surface to its natural state. Shortly thereafter, the Kazon abandon the planet.","Restoration - SNW 5"
"2377","primary","SNW",NA,"Chakotay is severely injured aboard an alien shuttle, and becomes trapped in a subspace continuum.","Shadows, In The Dark - SNW 4"
"2377","primary","SNW","This story may conflict with other theories regarding Borg origins. Guinan's appearance is problematic, as no other story corroborates her presence aboard the Enterprise-E.","The Enterprise performs archaeological research on the planet Havarrus, believed to be the precursor civilization to the Borg.","Forgotten Light - SNW 7"
"2377","primary","VOY",NA,"Book","The Nanotech War - VOY"
"2377","secondary","SNW",NA,"Byron Morgan informs Irene Hansen that Annika is alive aboard Voyager and arranges for a communication.","Final Entry: February 21-22, 2378 - SNW 5"
"2377","primary","SNW",NA,"Within a nebula, Voyager discovers the derelict USS Anticipation, whose crew was killed by an insectoid lifeform.","Hidden - SNW 6"
"2377","primary","SNW",NA,"Seven is injured on an away mission with Naomi Wildman.","The Little Captain - SNW 7"
"2377","primary","SNW",NA,"Q liberates Vash from the Borg collective.","Iridium-7 Tetrahydroxate Crystals Are A Girl's Best Friend - SNW 4"
"2377","primary","SNW",NA,"Seven of Nine assists Gary Seven in deflecting an asteroid on a collision course with an inhabited planet.","Seven And Seven - SNW 6"
"2377","primary","VOY",NA,"Book","Endgame - VOY"
"2377","primary","VOY",NA,"Book","Homecoming - VOY Ch 1-3"
"2377","primary","SNW","Voyager's return takes place in December.","Anne Carey witnesses Voyager's return over San Francisco Bay.","Widow's Walk - August 2377 - SNW 6"
"2377","primary","SNW",NA,"Seven says goodbye to Naomi Wildman.","Fragment - SNW 5"
"2377","primary","SNW",NA,"Gretchen Janeway bakes brownies for Katheryn's return home.","Homemade - SNW 6"
"2377","primary","SNW",NA,"Irene Hansen pens the final entry in her journal.","Final Entry: June 17, 2378 - SNW 5"
"2377","primary","VOY",NA,"Book","Homecoming - VOY Ch 4-20"
"2378","primary","VOY",NA,"Book","The Farther Shore - VOY"
"2378","primary","SNW",NA,"In Ireland, Anne Carey receives communications from Voyager crew members expressing condolences for Joe's death. Janeway pays a visit.","Widow's Walk - September-October 2377 - SNW 6"
"2378","primary","SNW",NA,"Posing as a professor, Wesley visits the Enterprise and takes Riker back in time to the 1950s for a trombone lesson with Stan Kenton.","Adventures In Jazz And Time - SNW 7"
"2378","primary","VOY",NA,"Book","Spirit Walk Book 1: Old Wounds - VOY"
"2378","primary","VOY",NA,"Book","Spirit Walk Book 2: Enemy Of My Enemy - VOY"
"2378","primary",NA,NA,"Kirk and Picard visit the excavation site of the ancient city of Bar'trila on Bajor, and discover that the archaeological team has been infiltrated by a Cardassian intent upon recovering a lost orb.","Captain's Peril"
"2378","primary","TNG",NA,"Book","A Time To Be Born - TNG"
"2378","primary","TNG",NA,"Book","A Time To Die - TNG"
"2378","primary","TNG",NA,"Book","A Time To Sow - TNG"
"2378","primary","TNG",NA,"Book","A Time To Harvest - TNG"
"2379","primary","TNG",NA,"Book","A Time To Love - TNG"
"2379","primary","TNG",NA,"Book","A Time To Hate - TNG"
"2379","primary","TNG",NA,"Book","A Time To Kill - TNG"
"2379","primary","TNG",NA,"Book","A Time To Heal - TNG"
"2379","primary","TNG",NA,"Book","A Time For War, A Time For Peace - TNG"
"2379","primary","NF",NA,"Book","After The Fall - NF 15"
"2379","primary","TNG",NA,"Riker and Troi are married in Alaska. Shinzon of Remus, a clone of Picard, claims the Romulan praetorship after murdering the members of the senate. Data is destroyed and the Enterprise seriously damaged while preventing the Scimitar from attacking Earth with a thalaron weapon. Riker accepts command of the USS Titan, and Crusher returns to Earth to head up Starfleet Medical (again).","Star Trek 10: Nemesis - TNG"
"2379","primary","TIT",NA,"Book","Titan Book 1: Taking Wing"
"2380","primary","DS9",NA,"Despite the near-collapse of the Reunion Project on Cardassia, Garak persists in his efforts to reconcile the planet's warring tribes.","The Calling - Prophecy And Change - DS9"
"2380","primary",NA,NA,"Book","Captain's Blood"
"2381","alternate","VOY",NA,"In an alternate future, Seven of Nine, still on Voyager and married to Chakotay, dies from injuries suffered on an away mission.","Endgame - VOY; Don't Cry - SNW 7"
"2385","alternate","SNW","Apparently this represents an alternate version of the alternate future, in which Neelix did not leave the ship prior to Miral's birth.","Eight year-old Miral Paris stows away aboard the Delta Flyer while Tom and Neelix conduct an away mission, and is stuck by a poisonous barb.","Don't Cry - SNW 7"
"2394","alternate","VOY",NA,"In an alternate future, the Voyager returns home after journeying for 23 years through the Delta and Beta quadrants. Over the next ten years, Chakotay will die, Kim will become Captain of the USS Rhode Island, Torres will be appointed Federation Liason to the Klingon Empire, Paris will begin writing holonovels, Tuvok will succumb to a degenerative brain disease, and Janeway will be promoted to Admiral.","Endgame - VOY"
"2395","alternate","SNW",NA,"Alternate future.","All Good Things... - TNG"
"2400","alternate","DS9",NA,"In an alternate future, the Bajoran Ascendancy succeeds in wiping out the last remnants of the Federation. Kai Weyoun causes the red and blue wormholes to merge, thus bringing about the end of the universe.","Millennium 2: The War Of The Prophets"
"2400","primary",NA,NA,"August 9. Book.","Preserver - Epilogue"
"2404","alternate","VOY",NA,"With the help of Ensign Miral Paris, daughter of Tom and B'Elanna, Janeway obtains a Klingon chronodeflector. She travels back in time to 2377 to bring Voyager home early and eliminate this timeline.","Endgame - VOY; Don't Cry - SNW 7"
"2408","alternate","TNG",NA,"Alternate future.","Imzadi"
"2425","primary","SNW",NA,"~2425. Tarina tells her grandchildren of her experience with the 'star people' of Voyager.","The Second Star - SNW 3"
"2442","primary","DS9",NA,"Melanie, an aspiring young writer, visits Jake Sisko at his home.","Revisited - Prophecy And Change - DS9"
"2462","secondary","SNW",NA,"Captain Edward Sherwood of the Enterprise reports to Fleet Admiral Ian Kyle Riker that they have successfully repelled a Romulan invasion of the Guardian planet, now known as the Rock of Ages.","Guardians - SNW 7"
"2464","secondary","SNW",NA,"The Horta agree to relocate from Janus 4 to the Rock of Ages to help defend the Guardian of Forever against any future incursions.","Guardians - SNW 7"
